no_instances,time_spent
0,0
1,1.745482
2,2.093111
3,2.174175
4,2.420097
5,2.631254
6,2.665957
7,2.713318
8,3.366233
9,3.661557
10,3.831617
11,3.858473
12,4.050985
13,4.17409
14,4.181818
15,4.202504
16,4.205069
17,4.251775
18,4.291779
19,4.65385
20,5.018074
21,5.320078
22,5.387581
23,5.624577
24,6.03594
25,6.049996
26,6.710035
27,7.325892
28,7.432558
29,7.578382
30,7.675474
31,7.742979
32,7.866917
33,7.911967
34,7.972218
35,8.679756
36,9.110447
37,9.261592
38,9.335009
39,9.64955
40,10.156018
41,10.213643
42,10.364036
43,10.462914
44,10.53885
45,11.07802
46,11.251516
47,11.438274
48,12.020348
49,12.057642
50,12.190366
51,12.334661
52,12.620826
53,12.721717
54,12.850975
55,12.924417
56,14.979751
57,15.787212
58,15.905301
59,15.992231
60,16.379603
61,16.577448
62,16.618966
63,16.683513
64,17.540534
65,19.698042
66,19.780823
67,20.222939
68,21.306676
69,21.582389
70,24.556194
71,25.824685
72,26.306324
73,26.998865
74,27.721253
75,28.412481
76,31.751771
77,31.982753
78,32.387362
79,34.557583
80,36.121354
81,37.300053
82,39.981636
83,40.573634
84,41.731095
85,44.037991
86,45.899144
87,48.265047
88,48.399042
89,61.663426
90,64.758421
91,69.47458
92,71.112912
93,72.562956
94,81.365506
95,101.075042
96,104.201227
97,130.045984
98,181.937756
99,198.236671
100,394.636826
100,414.212917
