no_instances,time_spent
0,0
1,1.997158
2,2.065077
3,2.215772
4,2.245425
5,2.430974
6,2.508963
7,2.711559
8,3.324618
9,3.59988
10,3.699615
11,3.930117
12,4.127333
13,4.274812
14,4.32645
15,4.464428
16,4.473604
17,4.482775
18,4.521195
19,4.63587
20,4.894899
21,5.140473
22,5.589206
23,5.664421
24,6.080681
25,6.08725
26,6.390099
27,6.466306
28,7.146809
29,7.849349
30,7.87915
31,7.978762
32,8.07796
33,8.717377
34,8.930404
35,9.029449
36,9.083138
37,9.202675
38,9.238851
39,9.448025
40,10.019743
41,10.097716
42,10.155175
43,10.313616
44,10.35457
45,10.421302
46,10.711514
47,11.362428
48,11.385061
49,11.398691
50,11.682196
51,11.831338
52,11.903918
53,12.008926
54,12.568321
55,14.090117
56,14.368344
57,15.360621
58,15.711625
59,15.912963
60,16.044079
61,16.132488
62,16.691465
63,16.744878
64,17.389896
65,17.703871
66,17.832935
67,17.953316
68,18.406848
69,18.874642
70,20.052689
71,20.292844
72,24.859354
73,25.351487
74,26.396801
75,29.936897
76,31.318737
77,32.3189
78,32.775134
79,33.876372
80,37.570733
81,38.91023
82,39.598725
83,41.083655
84,42.904039
85,44.568454
86,45.383715
87,45.807458
88,49.487119
89,53.541928
90,57.624193
91,60.616049
92,72.007149
93,80.367564
94,97.786047
95,100.377398
96,101.362602
97,119.40261
98,201.672303
99,278.472075
100,401.092918
100,414.212917
