no_instances,time_spent
0,0
1,0.038238
2,0.054357
3,0.056338
4,0.058264
5,0.058283
6,0.058589
7,0.058695
8,0.058696
9,0.058992
10,0.059699
11,0.060834
12,0.062056
13,0.062595
14,0.062758
15,0.063347
16,0.067013
17,0.181769
18,0.186404
19,0.190815
20,0.193195
21,0.206396
22,0.206603
23,0.209148
24,0.209999
25,0.211016
26,0.213074
27,0.217764
28,0.232117
29,0.233639
30,0.235645
31,0.239371
32,0.242253
33,0.244212
34,0.244731
35,0.246776
36,0.247189
37,0.251803
38,0.251934
39,0.252446
40,0.256111
41,0.257349
42,0.258133
43,0.258631
44,0.260731
45,0.262001
46,0.270018
47,0.276134
48,0.281668
49,0.283335
50,0.304785
51,0.307479
52,0.3325
53,0.333856
54,0.348628
55,0.351857
56,0.360147
57,0.362753
58,0.367745
59,0.368038
60,0.376088
61,0.380186
62,0.384614
63,0.393361
64,0.404058
65,0.429401
66,0.43196
67,0.435285
68,0.446605
69,0.453617
70,0.459118
71,0.468986
72,0.494286
73,0.497642
74,0.504007
75,0.50523
76,0.529609
77,0.531923
78,0.536503
79,0.544392
80,0.549989
81,0.552048
82,0.577549
83,0.583255
84,0.589615
85,0.631546
86,0.632058
87,0.632902
88,0.66551
89,0.669661
90,0.67648
91,0.684149
92,0.684355
93,0.728056
94,0.753182
95,0.764607
96,0.818138
97,0.932905
98,1.100312
99,1.100469
100,1.140272
100,2.077099
