no_instances,time_spent
0,0
1,0.04189
2,0.057173
3,0.057892
4,0.058118
5,0.059253
6,0.059373
7,0.060587
8,0.061333
9,0.061705
10,0.063734
11,0.063857
12,0.064368
13,0.065057
14,0.067044
15,0.067821
16,0.07017
17,0.172133
18,0.190419
19,0.193415
20,0.20067
21,0.204455
22,0.20654
23,0.211233
24,0.213683
25,0.217831
26,0.219036
27,0.22445
28,0.226425
29,0.227466
30,0.237782
31,0.239821
32,0.240551
33,0.242224
34,0.244969
35,0.244987
36,0.245023
37,0.247286
38,0.247417
39,0.250611
40,0.254251
41,0.256544
42,0.262905
43,0.263863
44,0.266248
45,0.266683
46,0.26884
47,0.269103
48,0.277593
49,0.280121
50,0.310732
51,0.320303
52,0.326364
53,0.327421
54,0.332489
55,0.337328
56,0.347878
57,0.35111
58,0.353654
59,0.364258
60,0.374825
61,0.377835
62,0.378346
63,0.380654
64,0.401618
65,0.404148
66,0.410779
67,0.414974
68,0.417324
69,0.427537
70,0.427842
71,0.432898
72,0.445131
73,0.46693
74,0.48233
75,0.503342
76,0.512305
77,0.513817
78,0.519699
79,0.520887
80,0.603242
81,0.608548
82,0.610777
83,0.621549
84,0.629002
85,0.629532
86,0.644354
87,0.650708
88,0.657035
89,0.688063
90,0.693214
91,0.700487
92,0.724457
93,0.732138
94,0.750154
95,0.814269
96,0.844264
97,1.028507
98,1.049839
99,1.09581
100,1.165913
100,2.077099
