no_instances,time_spent
0,0
1,0.043504
2,0.04817
3,0.057096
4,0.058698
5,0.058786
6,0.059993
7,0.060439
8,0.060717
9,0.060762
10,0.06096
11,0.061566
12,0.063225
13,0.064933
14,0.065474
15,0.065802
16,0.071405
17,0.252589
18,0.26116
19,0.261988
20,0.269887
21,0.278114
22,0.28547
23,0.289932
24,0.306653
25,0.309637
26,0.314173
27,0.323267
28,0.3242
29,0.32729
30,0.329483
31,0.333981
32,0.335764
33,0.339533
34,0.342215
35,0.347373
36,0.347863
37,0.352205
38,0.354059
39,0.3551
40,0.355277
41,0.358619
42,0.364828
43,0.369932
44,0.371576
45,0.371694
46,0.37243
47,0.377052
48,0.395883
49,0.411619
50,0.417061
51,0.475368
52,0.481717
53,0.481937
54,0.498523
55,0.501835
56,0.516898
57,0.520803
58,0.522438
59,0.529277
60,0.531594
61,0.534465
62,0.54521
63,0.547843
64,0.554776
65,0.560241
66,0.566831
67,0.567235
68,0.580496
69,0.583573
70,0.58506
71,0.606371
72,0.648837
73,0.701968
74,0.731991
75,0.732689
76,0.750943
77,0.751157
78,0.793093
79,0.806532
80,0.820229
81,0.828225
82,0.836907
83,0.840678
84,0.84883
85,0.859884
86,0.883673
87,0.884427
88,0.910318
89,0.913053
90,0.982221
91,0.998849
92,0.999206
93,1.033851
94,1.069033
95,1.09249
96,1.138169
97,1.229477
98,1.443265
99,1.616591
100,2.077099
100,2.077099
