,times,primals,duals
0,0.069,0.0,487.61
1,0.072687374749499,0.08077786322061932,487.61
2,0.076374749498998,0.4594650682108884,487.61
3,0.080062124248497,1.5788017168759418,487.61
4,0.083749498997996,3.478016161742798,487.61
5,0.087436873747495,5.821152677372087,487.61
6,0.09112424849699399,8.367728050948719,487.61
7,0.09481162324649299,10.978327011989935,487.61
8,0.09849899799599199,18.685110805604303,487.61
9,0.102186372745491,26.271894599218687,487.61
10,0.10587374749498998,28.88867839283303,487.61
11,0.109561122244489,58.56007140488434,487.61
12,0.11324849699398798,63.29224598006174,487.61
13,0.11693587174348699,80.65902977367614,487.61
14,0.12062324649298597,97.41581356729051,487.61
15,0.12431062124248499,104.9725973609048,487.61
16,0.12799799599198397,112.50938115451923,487.61
17,0.13168537074148298,115.12616494813359,487.61
18,0.135372745490982,117.74294874174802,487.61
19,0.13906012024048098,120.35973253536234,487.61
20,0.14274749498997996,122.97651632897667,487.61
21,0.14643486973947897,125.59330012259105,487.61
22,0.15012224448897799,128.21008391620546,487.61
23,0.15380961923847697,130.82686770981977,487.61
24,0.15749699398797595,133.44365150343413,487.61
25,0.16118436873747496,136.0604352970486,487.61
26,0.16487174348697398,138.67721909066285,487.61
27,0.16855911823647296,141.2940028842773,487.61
28,0.17224649298597194,143.91078667789162,487.61
29,0.17593386773547096,146.527570471506,487.61
30,0.17962124248496997,149.14435426512037,487.61
31,0.18330861723446895,151.76113805873467,487.61
32,0.18699599198396794,154.37792185234912,487.61
33,0.19068336673346695,156.99470564596342,487.61
34,0.19437074148296596,159.6114894395778,487.61
35,0.19805811623246494,162.22827323319217,487.61
36,0.20174549098196395,164.84505702680653,487.61
37,0.20543286573146294,167.47975164206423,487.61
38,0.20912024048096195,170.1426276200474,487.61
39,0.21280761523046093,172.80550359803038,487.61
40,0.21649498997995995,175.4761861585664,487.61
41,0.22018236472945893,178.19858555694987,487.61
42,0.22386973947895794,180.98447499111873,487.61
43,0.22755711422845692,183.79414371849236,487.61
44,0.23124448897795594,186.603812445866,487.61
45,0.23493186372745492,189.41348117323963,487.61
46,0.23861923847695393,192.22314990061318,487.61
47,0.24230661322645292,195.03281862798679,487.61
48,0.24599398797595193,197.84248735536036,487.61
49,0.2496813627254509,200.65215608273394,487.61
50,0.2533687374749499,203.46182481010766,487.61
51,0.2570561122244489,206.27149353748104,487.61
52,0.2607434869739479,209.08116226485473,487.61
53,0.2644308617234469,211.89083099222825,487.61
54,0.2681182364729459,214.70049971960194,487.61
55,0.2718056112224449,217.51016844697554,487.61
56,0.27549298597194394,220.319837174349,487.61
57,0.2791803607214429,223.12950590172267,487.61
58,0.2828677354709419,225.9391746290963,487.61
59,0.2865551102204409,228.74884335646976,487.61
60,0.2902424849699399,231.5550157889281,487.585751503006
61,0.29392985971943886,234.31151771758786,487.21701402805616
62,0.2976172344689379,237.06801964624788,486.91
63,0.3013046092184369,239.8101651765214,486.91
64,0.3049919839679359,242.5260898808636,486.91
65,0.3086793587174349,245.24847036970314,486.91
66,0.3123667334669339,249.1794353202837,486.91
67,0.31605410821643287,251.9134004601655,486.4307080828323
68,0.3197414829659319,254.58463047833268,486.21
69,0.3234288577154309,257.2047328681445,485.58493319973275
70,0.3271162324649299,259.79815159351654,485.09488643954575
71,0.33080360721442886,262.36386466739225,484.4589478957916
72,0.3344909819639279,264.84795150172505,484.11
73,0.3381783567134269,267.2783209463452,484.04757515030053
74,0.34186573146292587,271.3375101568801,483.41
75,0.34555310621242485,273.6067602177927,483.3454709418838
76,0.3492404809619239,278.2192625611284,482.8816098864395
77,0.3529278557114229,280.326042314524,482.0879336450679
78,0.35661523046092186,285.68759938461574,481.1449053662881
79,0.36030260521042085,288.6065696549021,480.6112859051436
80,0.3639899799599199,295.4099177466797,479.6795891783567
81,0.36767735470941887,298.77087379498136,479.03006133479073
82,0.37136472945891785,302.77296243837185,478.1224658407725
83,0.37505210420841684,305.97997301355844,477.0056185097468
84,0.3787394789579159,308.4497994370754,476.1563259853039
85,0.38242685370741486,311.4243763427889,475.25648463593853
86,0.38611422845691384,316.6088977198743,473.51501837007345
87,0.38980160320641283,318.5358610627887,472.78388777555114
88,0.39348897795591187,320.7718869730048,472.09020040080156
89,0.39717635270541085,323.89981537319466,471.4029659318637
90,0.40086372745490984,324.85160485928435,470.17758016032064
91,0.4045511022044088,330.6354546035402,469.0903356713427
92,0.40823847695390786,332.03937443244706,468.6766132264529
93,0.41192585170340684,332.95064287070795,467.90436873747495
94,0.4156132264529058,336.4290362685791,467.43134268537074
95,0.4193006012024048,337.366689565559,467.31
96,0.42298797595190385,338.5310169343853,467.09399910932973
97,0.42667535070140283,343.41309468673694,466.4815519928746
98,0.4303627254509018,344.2161267337899,465.05634602538413
99,0.43405010020040086,347.82360781760946,464.06811623246494
100,0.43773747494989984,350.3918492621853,463.81
101,0.4414248496993988,351.16150863111415,463.73565130260516
102,0.4451122244488978,351.90258863917154,463.11
103,0.44879959919839685,352.64366864722905,463.11
104,0.45248697394789583,355.07866148093774,463.11
105,0.4561743486973948,356.77364930462653,463.11
106,0.4598617234468938,357.4686371283153,463.11
107,0.46354909819639284,358.4536249520041,463.11
108,0.4672364729458918,359.14861277569275,463.11
109,0.4709238476953908,360.7536005993815,463.11
110,0.4746112224448898,363.24858842307026,463.11
111,0.47829859719438883,363.94357624675905,463.11
112,0.4819859719438878,364.63856407044767,463.11
113,0.4856733466933868,365.3335518941364,463.11
114,0.4893607214428858,366.0251118676497,463.06791583166336
115,0.4930480961923848,366.68505944510014,462.63772211088843
116,0.4967354709418838,367.3450070225504,462.41
117,0.5004228456913828,368.0049546000009,462.41
