no_instances,time_spent
0,0
1,0.46395
2,0.946882
3,1.076479
4,1.12162
5,1.176261
6,1.209664
7,1.220837
8,1.309159
9,1.316867
10,1.335023
11,1.431474
12,1.433065
13,1.458026
14,1.475609
15,1.483934
16,1.507331
17,1.512211
18,1.555183
19,1.575625
20,1.678598
21,1.78349
22,1.811107
23,1.827778
24,1.863722
25,1.873077
26,2.055439
27,2.07301
28,2.127347
29,2.170093
30,2.22762
31,2.321384
32,2.327755
33,2.344403
34,2.363364
35,2.403031
36,2.407074
37,2.419792
38,2.44992
39,2.456044
40,2.529948
41,2.565487
42,2.625358
43,2.644518
44,2.713603
45,2.807576
46,2.891066
47,2.98004
48,2.982506
49,3.028091
50,3.041471
51,3.046025
52,3.059087
53,3.080485
54,3.108852
55,3.165704
56,3.177024
57,3.179122
58,3.199252
59,3.199825
60,3.220212
61,3.285191
62,3.298306
63,3.417534
64,3.493927
65,3.520064
66,3.532684
67,3.538185
68,3.709373
69,3.790381
70,3.840413
71,3.90827
72,4.00147
73,4.056991
74,4.061481
75,4.177285
76,4.197854
77,4.329015
78,4.345203
79,4.353155
80,4.384632
81,4.466901
82,4.514744
83,4.51961
84,4.538405
85,4.67704
86,4.825786
87,4.996481
88,5.309342
89,5.469015
90,5.619803
91,5.717291
92,5.782566
93,5.842631
94,6.126728
95,7.301586
96,7.434616
97,7.488423
98,8.015827
99,9.285821
100,16.404938
100,16.404938
