no_instances,time_spent
0,0
1,0.564011
2,0.944239
3,0.976508
4,1.063146
5,1.187768
6,1.257143
7,1.381163
8,1.382994
9,1.391766
10,1.415234
11,1.434912
12,1.457905
13,1.469229
14,1.470596
15,1.473261
16,1.490984
17,1.49751
18,1.530414
19,1.649975
20,1.654228
21,1.796972
22,1.831132
23,1.870056
24,1.886598
25,1.901928
26,1.945092
27,2.003789
28,2.025815
29,2.031541
30,2.133142
31,2.248791
32,2.350519
33,2.370148
34,2.373984
35,2.399206
36,2.418551
37,2.476545
38,2.508326
39,2.584462
40,2.603486
41,2.617121
42,2.621543
43,2.656372
44,2.682684
45,2.711528
46,2.751022
47,2.770582
48,2.813672
49,2.824337
50,2.856375
51,2.92043
52,2.978952
53,3.025197
54,3.035602
55,3.140753
56,3.16349
57,3.194128
58,3.196285
59,3.204483
60,3.211704
61,3.246642
62,3.280962
63,3.412966
64,3.413958
65,3.432552
66,3.465588
67,3.488232
68,3.66134
69,3.756894
70,3.78904
71,3.888305
72,3.994521
73,4.138394
74,4.156368
75,4.188059
76,4.209419
77,4.213078
78,4.220337
79,4.276019
80,4.288488
81,4.291586
82,4.463844
83,4.807529
84,4.985312
85,4.994412
86,5.054573
87,5.093985
88,5.116451
89,5.470878
90,5.607721
91,6.0557
92,6.093293
93,6.651373
94,6.940218
95,6.961002
96,7.086518
97,8.1879
98,8.840025
99,9.535772
100,16.022415
100,16.404938
