no_instances,time_spent
0,0
1,0.044238
2,0.052647
3,0.056328
4,0.05763
5,0.05943
6,0.059644
7,0.062666
8,0.063426
9,0.063972
10,0.064228
11,0.065068
12,0.065486
13,0.06638
14,0.066598
15,0.079143
16,0.197555
17,0.19772
18,0.19868
19,0.203167
20,0.204161
21,0.212434
22,0.212487
23,0.21296
24,0.222731
25,0.223307
26,0.225681
27,0.226086
28,0.226229
29,0.237869
30,0.240158
31,0.252278
32,0.257977
33,0.263981
34,0.268439
35,0.278901
36,0.288568
37,0.290954
38,0.314853
39,0.320142
40,0.342678
41,0.346816
42,0.360331
43,0.361273
44,0.363311
45,0.372965
46,0.377968
47,0.381123
48,0.385028
49,0.398409
50,0.407868
51,0.417639
52,0.418432
53,0.423392
54,0.429484
55,0.434992
56,0.453208
57,0.4558
58,0.457268
59,0.465664
60,0.470485
61,0.491094
62,0.497675
63,0.509136
64,0.51114
65,0.520305
66,0.523308
67,0.524234
68,0.526984
69,0.547765
70,0.564307
71,0.574275
72,0.586664
73,0.589958
74,0.599379
75,0.607161
76,0.62107
77,0.62924
78,0.637904
79,0.639893
80,0.657452
81,0.662759
82,0.68693
83,0.718094
84,0.723231
85,0.724876
86,0.744847
87,0.747699
88,0.790603
89,0.815366
90,0.815802
91,0.832134
92,0.877534
93,1.062538
94,1.128889
95,1.158886
96,1.260623
97,1.263728
98,1.279994
99,1.349839
100,1.970239
100,2.283195
