no_instances,time_spent
0,0
1,0.045403
2,0.053136
3,0.056144
4,0.056982
5,0.057198
6,0.05795
7,0.058064
8,0.058356
9,0.058616
10,0.05941
11,0.059778
12,0.063152
13,0.063225
14,0.06614
15,0.066826
16,0.071544
17,0.196462
18,0.197602
19,0.203628
20,0.204552
21,0.204802
22,0.209212
23,0.21177
24,0.212561
25,0.217168
26,0.219119
27,0.222519
28,0.223928
29,0.231398
30,0.240674
31,0.243648
32,0.245496
33,0.247162
34,0.253658
35,0.262232
36,0.266538
37,0.274567
38,0.294217
39,0.310178
40,0.31429
41,0.319776
42,0.322518
43,0.323313
44,0.347488
45,0.353734
46,0.358879
47,0.362941
48,0.364136
49,0.37183
50,0.380898
51,0.410346
52,0.416073
53,0.416199
54,0.432574
55,0.476214
56,0.477294
57,0.484756
58,0.492216
59,0.519718
60,0.520736
61,0.520748
62,0.520929
63,0.533772
64,0.557241
65,0.56103
66,0.571263
67,0.604764
68,0.609243
69,0.613332
70,0.616651
71,0.6186
72,0.624859
73,0.626207
74,0.629427
75,0.634001
76,0.638649
77,0.644547
78,0.650457
79,0.676345
80,0.676848
81,0.685087
82,0.752506
83,0.753173
84,0.755008
85,0.772332
86,0.787072
87,0.799244
88,0.800357
89,0.806201
90,0.876979
91,0.931179
92,0.947502
93,0.969989
94,1.080241
95,1.238262
96,1.261653
97,1.305942
98,1.317842
99,1.346257
100,2.283195
100,2.283195
