no_instances,time_spent
0,0
1,0.552087
2,0.628373
3,0.915533
4,1.090247
5,1.094177
6,1.112052
7,1.114931
8,1.118038
9,1.247915
10,1.261933
11,1.277335
12,1.288712
13,1.291854
14,1.304768
15,1.312572
16,1.321551
17,1.333989
18,1.34715
19,1.347473
20,1.379082
21,1.381868
22,1.385342
23,1.422297
24,1.456265
25,1.481261
26,1.516962
27,1.527153
28,1.537415
29,1.558094
30,1.560958
31,1.561792
32,1.57781
33,1.59051
34,1.612312
35,1.630295
36,1.750151
37,1.759174
38,1.776586
39,1.833121
40,1.93878
41,1.958916
42,2.038199
43,2.042985
44,2.063097
45,2.093338
46,2.102615
47,2.120764
48,2.137396
49,2.158315
50,2.182094
51,2.192889
52,2.25983
53,2.283988
54,2.309344
55,2.327866
56,2.387097
57,2.418386
58,2.491879
59,2.558586
60,2.624925
61,2.659769
62,2.772165
63,2.801599
64,2.817385
65,2.834154
66,2.875308
67,2.884515
68,2.927425
69,3.043369
70,3.133066
71,3.142625
72,3.190622
73,3.202954
74,3.284267
75,3.449794
76,3.633053
77,3.751579
78,3.775881
79,3.801301
80,3.802651
81,3.820916
82,3.965747
83,4.089118
84,4.193329
85,4.259936
86,4.456195
87,4.640906
88,4.700268
89,5.131707
90,5.167139
91,5.770572
92,6.73003
93,6.849085
94,8.908448
95,9.56191
96,9.935858
97,10.427092
98,10.531264
99,11.115311
100,11.276926
100,15.903936
