no_instances,time_spent
0,0
1,0.245763
2,0.249527
3,0.260618
4,0.278123
5,0.296776
6,0.299649
7,0.34421
8,0.374133
9,0.413482
10,0.427599
11,0.428617
12,0.456826
13,0.461181
14,0.466341
15,0.534063
16,0.565348
17,0.579701
18,0.580576
19,0.589104
20,0.597223
21,0.631595
22,0.649267
23,0.657396
24,0.674071
25,0.674146
26,0.698448
27,0.703186
28,0.715431
29,0.717642
30,0.719036
31,0.726867
32,0.730953
33,0.764755
34,0.77355
35,0.773991
36,0.788863
37,0.802426
38,0.806576
39,0.821132
40,0.82431
41,0.829437
42,0.834903
43,0.836743
44,0.838423
45,0.838728
46,0.83933
47,0.847265
48,0.84824
49,0.863123
50,0.864935
51,0.877173
52,0.892869
53,0.895501
54,0.907241
55,0.943947
56,0.970879
57,1.006291
58,1.027664
59,1.035467
60,1.05584
61,1.058544
62,1.061169
63,1.063696
64,1.092752
65,1.124256
66,1.138753
67,1.160412
68,1.174321
69,1.176237
70,1.192189
71,1.19927
72,1.20497
73,1.270728
74,1.281338
75,1.302657
76,1.313608
77,1.322808
78,1.323267
79,1.350108
80,1.352703
81,1.368854
82,1.406566
83,1.417995
84,1.42546
85,1.448128
86,1.473648
87,1.495747
88,1.525808
89,1.529212
90,1.585315
91,1.602721
92,1.639532
93,1.809539
94,1.855338
95,1.885434
96,1.910211
97,1.928791
98,2.020216
99,2.109836
100,2.422461
100,5.545149
