no_instances,time_spent
0,0
1,0.49712
2,0.723806
3,0.942145
4,0.942375
5,1.027289
6,1.108618
7,1.127577
8,1.170631
9,1.222405
10,1.24791
11,1.313281
12,1.313304
13,1.324024
14,1.394156
15,1.401968
16,1.415415
17,1.458686
18,1.459944
19,1.483153
20,1.487901
21,1.514184
22,1.541926
23,1.544463
24,1.605622
25,1.615126
26,1.622042
27,1.658515
28,1.679502
29,1.681705
30,1.712903
31,1.725906
32,1.761818
33,1.820389
34,1.821217
35,1.824423
36,1.901065
37,1.917296
38,1.977114
39,1.978087
40,2.014426
41,2.017529
42,2.097099
43,2.162088
44,2.233845
45,2.248376
46,2.249178
47,2.27967
48,2.280467
49,2.302984
50,2.312592
51,2.33163
52,2.481877
53,2.486731
54,2.524373
55,2.559781
56,2.586424
57,2.587841
58,2.591428
59,2.626556
60,2.635405
61,2.654682
62,2.725066
63,2.725115
64,2.752425
65,2.754465
66,2.831331
67,2.841037
68,3.056225
69,3.129617
70,3.401994
71,3.42094
72,3.476859
73,3.519365
74,3.523011
75,3.535308
76,3.575585
77,3.60787
78,3.915822
79,3.94909
80,4.177064
81,4.25111
82,4.372092
83,4.411611
84,4.440231
85,4.62068
86,5.030444
87,5.418386
88,6.317937
89,6.514943
90,6.562669
91,6.957494
92,7.017903
93,7.059275
94,7.392176
95,7.535729
96,8.156106
97,8.205788
98,8.7263
99,9.195903
100,15.13866
100,18.597119
