no_instances,time_spent
0,0
1,0.641442
2,0.67224
3,0.834172
4,0.970823
5,1.013623
6,1.09139
7,1.1003
8,1.106771
9,1.131874
10,1.148829
11,1.206635
12,1.218954
13,1.226871
14,1.232051
15,1.269378
16,1.348816
17,1.359715
18,1.361294
19,1.379453
20,1.435091
21,1.453929
22,1.489506
23,1.542616
24,1.545916
25,1.583833
26,1.598107
27,1.623315
28,1.626134
29,1.657271
30,1.657942
31,1.676503
32,1.714582
33,1.74189
34,1.747814
35,1.850606
36,1.871365
37,1.893494
38,1.937549
39,1.95472
40,1.979653
41,2.079179
42,2.121182
43,2.12468
44,2.163392
45,2.173849
46,2.179344
47,2.220535
48,2.253018
49,2.270432
50,2.307517
51,2.30883
52,2.433658
53,2.456651
54,2.58847
55,2.603994
56,2.640157
57,2.643736
58,2.751912
59,2.80051
60,2.821004
61,2.826501
62,2.836586
63,2.907517
64,2.933607
65,3.015355
66,3.025582
67,3.082369
68,3.132996
69,3.143688
70,3.25996
71,3.264045
72,3.321283
73,3.513673
74,3.515854
75,3.61566
76,3.680834
77,3.774544
78,3.813661
79,3.923671
80,4.016838
81,4.189903
82,4.303928
83,4.35165
84,4.364321
85,4.651551
86,4.784326
87,4.918224
88,6.124546
89,6.184161
90,6.669637
91,6.772636
92,7.201253
93,7.773406
94,7.843987
95,7.962152
96,8.119721
97,9.07344
98,9.223189
99,10.724941
100,18.597119
100,18.597119
