no_instances,time_spent
0,0
1,1.728686
2,1.967442
3,2.199221
4,2.320713
5,2.36322
6,2.365943
7,2.443886
8,2.477204
9,2.483692
10,2.512527
11,2.528689
12,2.665275
13,2.756749
14,3.026376
15,3.049313
16,3.094457
17,3.191313
18,3.226054
19,3.291974
20,3.335725
21,3.545324
22,3.609779
23,3.69451
24,3.728895
25,3.744264
26,3.913366
27,4.019825
28,4.038425
29,4.228633
30,4.294655
31,4.327455
32,4.77923
33,4.936023
34,5.265915
35,6.005571
36,6.135694
37,6.332413
38,6.515423
39,6.57281
40,6.858567
41,7.056179
42,7.068565
43,7.099285
44,7.370707
45,7.694408
46,8.100574
47,8.431384
48,8.998997
49,9.401257
50,9.601911
51,9.863071
52,10.626689
53,10.782225
54,10.801491
55,10.807709
56,11.078891
57,11.577569
58,11.889036
59,12.062079
60,12.119686
61,13.073605
62,13.515746
63,13.672138
64,14.925583
65,15.942529
66,17.969201
67,18.054344
68,18.302337
69,18.6219
70,18.654216
71,18.784931
72,19.137259
73,20.136941
74,20.531663
75,21.187304
76,21.602554
77,22.328665
78,26.04287
79,26.586098
80,27.131161
81,29.881685
82,34.791819
83,35.065261
84,35.434023
85,36.684281
86,37.487778
87,45.693275
88,46.006008
89,46.86673
90,53.232348
91,53.512167
92,53.645517
93,55.32687
94,66.394635
95,69.805216
96,92.871212
97,100.332536
98,150.099376
99,165.872433
100,393.564634
100,414.212917
