no_instances,time_spent
0,0
1,0.2245
2,0.246543
3,0.262289
4,0.296466
5,0.422178
6,0.425241
7,0.446771
8,0.569995
9,0.574377
10,0.600747
11,0.602389
12,0.620305
13,0.650124
14,0.654935
15,0.656961
16,0.67659
17,0.691515
18,0.711518
19,0.727716
20,0.730052
21,0.743814
22,0.76953
23,0.789434
24,0.800739
25,0.813578
26,0.852562
27,0.861535
28,0.87166
29,0.879405
30,0.883102
31,0.891027
32,0.894261
33,0.917203
34,0.927833
35,0.951473
36,0.953636
37,0.970696
38,1.027327
39,1.046977
40,1.057347
41,1.071601
42,1.080705
43,1.102473
44,1.113011
45,1.123213
46,1.131163
47,1.141849
48,1.164101
49,1.166494
50,1.167674
51,1.170279
52,1.173315
53,1.177039
54,1.180584
55,1.223485
56,1.2354
57,1.242272
58,1.245622
59,1.249026
60,1.271124
61,1.279608
62,1.282794
63,1.289635
64,1.29189
65,1.352929
66,1.378087
67,1.385284
68,1.391776
69,1.421823
70,1.426304
71,1.427785
72,1.440752
73,1.448737
74,1.469754
75,1.487907
76,1.551093
77,1.593206
78,1.664993
79,1.674213
80,1.68185
81,1.745765
82,1.789163
83,1.838795
84,1.927498
85,1.94366
86,1.976275
87,2.026685
88,2.035914
89,2.064085
90,2.134648
91,2.169929
92,2.239263
93,2.265459
94,2.408392
95,2.436326
96,2.441451
97,2.547935
98,2.610297
99,2.755307
100,2.883233
100,5.545149
