no_instances,time_spent
0,0
1,0.237854
2,0.243021
3,0.244249
4,0.261662
5,0.26178
6,0.326991
7,0.354566
8,0.370871
9,0.372266
10,0.411522
11,0.418264
12,0.43614
13,0.450823
14,0.466955
15,0.482885
16,0.51912
17,0.536439
18,0.55616
19,0.56851
20,0.573269
21,0.615044
22,0.616354
23,0.62665
24,0.62954
25,0.646426
26,0.655318
27,0.657586
28,0.659402
29,0.666176
30,0.676824
31,0.677854
32,0.690942
33,0.693125
34,0.6934
35,0.71565
36,0.718149
37,0.732856
38,0.73654
39,0.757148
40,0.771672
41,0.774837
42,0.786915
43,0.791969
44,0.799046
45,0.800742
46,0.805292
47,0.805448
48,0.844378
49,0.855746
50,0.860775
51,0.863977
52,0.889574
53,0.905748
54,0.927531
55,0.932413
56,0.934598
57,0.939625
58,0.947082
59,0.955281
60,0.993745
61,1.004641
62,1.01816
63,1.033335
64,1.043569
65,1.051183
66,1.060889
67,1.068101
68,1.077983
69,1.079102
70,1.104025
71,1.156023
72,1.15673
73,1.197301
74,1.20519
75,1.20926
76,1.210278
77,1.231055
78,1.249645
79,1.260828
80,1.263072
81,1.26518
82,1.268475
83,1.35217
84,1.357525
85,1.368119
86,1.375778
87,1.435262
88,1.467593
89,1.475781
90,1.47879
91,1.511848
92,1.540341
93,1.597648
94,1.830447
95,1.840829
96,1.882834
97,2.148155
98,2.150288
99,2.188212
100,2.504903
100,5.545149
