no_instances,time_spent
0,0
1,0.227225
2,0.242757
3,0.244406
4,0.257424
5,0.2663
6,0.281999
7,0.319715
8,0.368165
9,0.369108
10,0.373037
11,0.381746
12,0.398688
13,0.436334
14,0.46024
15,0.484585
16,0.496206
17,0.504067
18,0.524097
19,0.529598
20,0.537601
21,0.575829
22,0.575979
23,0.6386
24,0.645099
25,0.66786
26,0.671002
27,0.67168
28,0.690949
29,0.695829
30,0.70111
31,0.702445
32,0.705031
33,0.708244
34,0.713459
35,0.728207
36,0.734763
37,0.736917
38,0.749477
39,0.761703
40,0.763046
41,0.774147
42,0.778395
43,0.780099
44,0.782291
45,0.797326
46,0.800642
47,0.815043
48,0.826722
49,0.839254
50,0.850464
51,0.854864
52,0.871598
53,0.885198
54,0.910479
55,0.916311
56,0.924282
57,0.932344
58,0.95293
59,0.954494
60,0.958646
61,0.963497
62,0.972288
63,0.972778
64,1.008383
65,1.0299
66,1.033267
67,1.071715
68,1.080688
69,1.096679
70,1.132982
71,1.145897
72,1.155731
73,1.234744
74,1.239312
75,1.2538
76,1.261518
77,1.266237
78,1.272971
79,1.275373
80,1.286278
81,1.30629
82,1.312388
83,1.318268
84,1.326442
85,1.332671
86,1.348877
87,1.355289
88,1.361083
89,1.382119
90,1.418742
91,1.445442
92,1.507239
93,1.576336
94,1.577114
95,1.652915
96,1.965347
97,2.148932
98,2.156296
99,2.284908
100,2.444687
100,5.545149
