no_instances,time_spent
0,0
1,0.053683
2,0.053748
3,0.058894
4,0.059787
5,0.060208
6,0.060879
7,0.061328
8,0.061334
9,0.063514
10,0.064133
11,0.066802
12,0.067937
13,0.068182
14,0.068913
15,0.069762
16,0.072658
17,0.200187
18,0.202578
19,0.207254
20,0.209465
21,0.214145
22,0.215777
23,0.216216
24,0.222298
25,0.227631
26,0.227977
27,0.231441
28,0.234479
29,0.238957
30,0.240658
31,0.240976
32,0.242096
33,0.245242
34,0.247796
35,0.250249
36,0.252777
37,0.256374
38,0.257092
39,0.259975
40,0.261565
41,0.264593
42,0.265216
43,0.274726
44,0.276459
45,0.28239
46,0.315149
47,0.317365
48,0.327453
49,0.332089
50,0.333668
51,0.333755
52,0.335316
53,0.34044
54,0.341761
55,0.353841
56,0.361694
57,0.365861
58,0.376247
59,0.382354
60,0.3835
61,0.384315
62,0.398968
63,0.401041
64,0.412579
65,0.426141
66,0.428132
67,0.428481
68,0.428526
69,0.43138
70,0.440685
71,0.454576
72,0.476201
73,0.515642
74,0.516599
75,0.520205
76,0.529337
77,0.532953
78,0.558108
79,0.591868
80,0.595107
81,0.598513
82,0.5996
83,0.61163
84,0.613006
85,0.616641
86,0.616771
87,0.632237
88,0.637296
89,0.650668
90,0.650791
91,0.65475
92,0.747887
93,0.763359
94,0.76342
95,0.796348
96,0.873072
97,1.173914
98,1.183471
99,1.193526
100,1.347816
100,2.077099
