no_instances,time_spent
0,0
1,1.685778
2,1.88206
3,1.99263
4,2.061855
5,2.4013
6,2.43574
7,2.459164
8,2.467243
9,2.555103
10,2.672689
11,3.190857
12,3.372535
13,3.431589
14,3.442299
15,3.471655
16,3.559098
17,3.606784
18,3.696403
19,3.816042
20,3.821482
21,3.831645
22,3.913897
23,4.12706
24,4.152728
25,4.786665
26,4.81673
27,5.122646
28,5.208357
29,5.261556
30,5.292056
31,5.622619
32,5.835849
33,5.970814
34,6.10354
35,6.5874
36,6.644307
37,6.667463
38,6.68476
39,6.94497
40,8.006622
41,8.680799
42,8.698212
43,9.246601
44,9.604595
45,9.647039
46,10.123156
47,10.447162
48,10.779563
49,10.870822
50,10.917878
51,12.140109
52,12.515253
53,12.614851
54,12.675766
55,12.842851
56,13.025157
57,13.03072
58,13.278122
59,13.524663
60,14.424518
61,14.756116
62,15.42465
63,15.462129
64,15.937104
65,16.6301
66,16.702144
67,16.776062
68,17.176334
69,17.274198
70,17.942048
71,18.270255
72,18.642115
73,19.035402
74,19.703373
75,20.915231
76,22.218907
77,22.973671
78,23.300053
79,24.266288
80,24.75904
81,25.841457
82,26.370098
83,27.577639
84,27.605251
85,31.544383
86,33.645555
87,35.044537
88,38.745101
89,40.323927
90,41.147019
91,43.077525
92,56.026876
93,66.900938
94,73.309966
95,81.905951
96,93.5707
97,103.058696
98,106.156537
99,132.226914
100,407.155315
100,414.212917
