no_instances,time_spent
0,0
1,1.834891
2,1.947998
3,1.987634
4,2.258362
5,2.317059
6,2.402053
7,2.508757
8,2.511198
9,2.546905
10,2.593299
11,3.202794
12,3.295524
13,3.430666
14,3.456398
15,3.506235
16,3.589935
17,3.599801
18,3.834274
19,3.862575
20,3.899496
21,3.916622
22,3.996514
23,4.003656
24,4.256116
25,4.414397
26,4.514438
27,4.903472
28,5.037002
29,5.21963
30,5.363009
31,5.390818
32,5.426857
33,5.85904
34,6.29784
35,6.357481
36,6.668025
37,7.521206
38,7.559728
39,7.880929
40,8.197071
41,8.337111
42,8.468988
43,8.546999
44,8.759422
45,8.852709
46,9.168824
47,9.3306
48,9.424237
49,10.141294
50,10.337844
51,11.269014
52,11.606851
53,11.721267
54,12.021675
55,12.276028
56,12.5628
57,13.181643
58,13.56724
59,13.781662
60,14.1149
61,14.458445
62,14.488189
63,15.002466
64,15.409091
65,15.521886
66,16.130207
67,16.649997
68,17.120851
69,17.185531
70,17.462943
71,17.984623
72,18.14671
73,18.822152
74,19.388254
75,21.082625
76,21.724271
77,22.515683
78,22.663686
79,22.757319
80,24.031612
81,24.917302
82,25.170458
83,25.648022
84,26.337661
85,27.021405
86,34.051145
87,35.53971
88,37.678444
89,42.31146
90,42.551281
91,46.702983
92,53.108327
93,67.611834
94,74.934625
95,85.243823
96,95.622067
97,97.645762
98,103.851265
99,140.767842
100,349.950275
100,414.212917
