no_instances,time_spent
0,0
1,1.894491
2,2.157912
3,2.193022
4,2.269462
5,2.269582
6,2.281873
7,2.387294
8,2.603492
9,2.707376
10,2.825009
11,2.977854
12,3.125133
13,3.170755
14,3.455705
15,3.479473
16,3.555533
17,3.652729
18,3.658176
19,3.696864
20,3.799047
21,3.887342
22,3.91177
23,4.44945
24,4.449467
25,4.469421
26,4.717122
27,4.855936
28,5.36386
29,5.38599
30,5.394347
31,5.559923
32,5.665525
33,6.516193
34,6.866599
35,7.040705
36,7.153299
37,7.283938
38,7.515836
39,7.730987
40,7.989339
41,8.163766
42,8.231375
43,8.424415
44,9.027074
45,9.206436
46,9.238929
47,9.74307
48,9.818612
49,9.857575
50,9.904857
51,10.321587
52,10.790639
53,11.50907
54,11.946331
55,12.046753
56,12.345869
57,12.377777
58,12.81501
59,12.842571
60,13.371785
61,13.446654
62,13.572135
63,13.981393
64,14.353881
65,14.409545
66,14.481489
67,17.948111
68,18.863399
69,19.826891
70,20.335958
71,20.581339
72,20.590202
73,21.749727
74,23.793965
75,24.144973
76,25.223809
77,25.526034
78,28.935206
79,29.915112
80,30.003055
81,31.167781
82,33.319191
83,35.917081
84,36.0398
85,40.068227
86,41.230083
87,45.226432
88,47.635442
89,49.946566
90,52.641493
91,66.504294
92,75.24951
93,93.287865
94,102.839407
95,114.383207
96,118.135356
97,122.003117
98,152.484113
99,331.98903
100,443.880649
100,443.880649
