no_instances,time_spent
0,0
1,0.21851
2,0.227701
3,0.240227
4,0.257824
5,0.287502
6,0.368437
7,0.405966
8,0.429254
9,0.437254
10,0.444096
11,0.468758
12,0.478206
13,0.485234
14,0.509898
15,0.542801
16,0.551201
17,0.587891
18,0.592676
19,0.606632
20,0.607103
21,0.613986
22,0.625173
23,0.627368
24,0.647932
25,0.648952
26,0.656921
27,0.673995
28,0.674641
29,0.704094
30,0.710081
31,0.711915
32,0.715144
33,0.71717
34,0.772431
35,0.773011
36,0.780072
37,0.790717
38,0.794784
39,0.795947
40,0.824045
41,0.827531
42,0.832391
43,0.856645
44,0.863323
45,0.884
46,0.89976
47,0.916032
48,0.926038
49,0.938161
50,0.938523
51,0.947212
52,0.951858
53,0.951959
54,0.962608
55,0.968252
56,0.977548
57,0.981549
58,0.995772
59,1.026173
60,1.049948
61,1.068464
62,1.089317
63,1.094905
64,1.097102
65,1.097775
66,1.110074
67,1.115204
68,1.118943
69,1.140135
70,1.154148
71,1.179376
72,1.188957
73,1.211989
74,1.226489
75,1.245861
76,1.249077
77,1.323209
78,1.338436
79,1.343929
80,1.344996
81,1.351149
82,1.367214
83,1.388729
84,1.400299
85,1.442122
86,1.500395
87,1.51918
88,1.565194
89,1.578931
90,1.601183
91,1.674397
92,1.709998
93,1.715691
94,1.763526
95,1.86522
96,2.122294
97,2.151042
98,2.180772
99,2.211021
100,2.245222
100,5.545149
